Uv,Points:0,Points:1,Points:2
0.00034451,2,2,2.8121
0.00034743,2,2,2.8263
0.00035033,2,2,2.8404
0.00035324,2,2,2.8545
0.00035614,2,2,2.8687
0.00035904,2,2,2.8828
0.00036195,2,2,2.897
0.00036485,2,2,2.9111
0.00036776,2,2,2.9253
0.00037067,2,2,2.9394
0.00037358,2,2,2.9535
0.00037648,2,2,2.9677
0.0003794,2,2,2.9818
0.00038229,2,2,2.996
0.00038524,2,2,3.0101
0.00038805,2,2,3.0242
0.00039128,2,2,3.0384
0.00039385,2,2,3.0525
0.00039818,2,2,3.0667
0.00040251,2,2,3.0808
0.00040507,2,2,3.0949
0.00040788,2,2,3.1091
0.00041163,2,2,3.1232
0.00041485,2,2,3.1374
0.0004189,2,2,3.1515
0.00042328,2,2,3.1657
0.00042572,2,2,3.1798
0.00042882,2,2,3.1939
0.00043167,2,2,3.2081
0.00043461,2,2,3.2222
0.00043752,2,2,3.2364
0.00044043,2,2,3.2505
0.00044334,2,2,3.2646
0.00044626,2,2,3.2788
0.00044918,2,2,3.2929
0.00045209,2,2,3.3071
0.00045501,2,2,3.3212
0.00045793,2,2,3.3354
0.00046085,2,2,3.3495
0.00046376,2,2,3.3636
0.00046671,2,2,3.3778
0.00046955,2,2,3.3919
0.00047273,2,2,3.4061
0.00047591,2,2,3.4202
0.00047876,2,2,3.4343
0.00048169,2,2,3.4485
0.0004847,2,2,3.4626
0.0004874,2,2,3.4768
0.00049102,2,2,3.4909
0.00049427,2,2,3.5051
0.00049785,2,2,3.5192
0.0005017,2,2,3.5333
0.00050434,2,2,3.5475
0.00050738,2,2,3.5616
0.00051027,2,2,3.5758
0.00051321,2,2,3.5899
0.00051613,2,2,3.604
0.00051906,2,2,3.6182
0.00052199,2,2,3.6323
0.00052492,2,2,3.6465
0.00052785,2,2,3.6606
0.00053079,2,2,3.6747
0.00053373,2,2,3.6889
0.00053666,2,2,3.703
0.0005396,2,2,3.7172
0.00054252,2,2,3.7313
0.00054551,2,2,3.7455
0.00054832,2,2,3.7596
0.00055166,2,2,3.7737
0.00055498,2,2,3.7879
0.00055781,2,2,3.802
0.00056078,2,2,3.8162
0.00056379,2,2,3.8303
0.00056657,2,2,3.8444
0.00057005,2,2,3.8586
0.00057352,2,2,3.8727
0.00057631,2,2,3.8869
0.00057933,2,2,3.901
0.00058227,2,2,3.9152
0.00058523,2,2,3.9293
0.00058818,2,2,3.9434
0.00059114,2,2,3.9576
0.00059409,2,2,3.9717
0.00059705,2,2,3.9859
0.0006,2,2,4
