"Uv","Points:0","Points:1","Points:2"
-1.9885e-08,2,2,2.0202
-1.8013e-07,2,2,2.0343
-1.1096e-08,2,2,2.0485
1.6289e-07,2,2,2.0626
-8.9124e-09,2,2,2.0768
-6.3803e-08,2,2,2.0909
-1.6261e-07,2,2,2.1051
-2.4657e-07,2,2,2.1192
-3.3611e-07,2,2,2.1333
-4.2377e-07,2,2,2.1475
-5.1209e-07,2,2,2.1616
-6.0033e-07,2,2,2.1758
-6.8817e-07,2,2,2.1899
-7.7731e-07,2,2,2.204
-8.6251e-07,2,2,2.2182
-9.5823e-07,2,2,2.2323
-1.0228e-06,2,2,2.2465
-1.1703e-06,2,2,2.2606
-1.0726e-06,2,2,2.2747
-1.6275e-06,2,2,2.2889
-2.5253e-07,2,2,2.303
7.9224e-07,2,2,2.3172
1.0078e-06,2,2,2.3313
1.7519e-06,2,2,2.3455
1.5636e-06,2,2,2.3596
1.1257e-06,2,2,2.3737
2.4521e-06,2,2,2.3879
3.7708e-06,2,2,2.402
3.3509e-06,2,2,2.4162
3.5769e-06,2,2,2.4303
3.3883e-06,2,2,2.4444
3.3399e-06,2,2,2.4586
3.2388e-06,2,2,2.4727
3.1556e-06,2,2,2.4869
3.0656e-06,2,2,2.501
2.978e-06,2,2,2.5152
2.8893e-06,2,2,2.5293
2.8011e-06,2,2,2.5434
2.7125e-06,2,2,2.5576
2.6239e-06,2,2,2.5717
2.5355e-06,2,2,2.5859
2.4463e-06,2,2,2.6
2.3594e-06,2,2,2.6141
2.2664e-06,2,2,2.6283
2.1917e-06,2,2,2.6424
2.0682e-06,2,2,2.6566
2.0889e-06,2,2,2.6707
1.726e-06,2,2,2.6848
2.4976e-06,2,2,2.699
3.2248e-06,2,2,2.7131
2.9655e-06,2,2,2.7273
2.7351e-06,2,2,2.7414
3.3948e-06,2,2,2.7556
4.1023e-06,2,2,2.7697
3.7602e-06,2,2,2.7838
3.773e-06,2,2,2.798
3.6525e-06,2,2,2.8121
3.5771e-06,2,2,2.8263
3.4847e-06,2,2,2.8404
3.3981e-06,2,2,2.8545
3.3093e-06,2,2,2.8687
3.2212e-06,2,2,2.8828
3.1329e-06,2,2,2.897
3.0446e-06,2,2,2.9111
2.9565e-06,2,2,2.9253
2.868e-06,2,2,2.9394
2.7804e-06,2,2,2.9535
2.6905e-06,2,2,2.9677
2.6073e-06,2,2,2.9818
2.5063e-06,2,2,2.996
2.4579e-06,2,2,3.0101
2.2694e-06,2,2,3.0242
2.4955e-06,2,2,3.0384
2.0757e-06,2,2,3.0525
3.3944e-06,2,2,3.0667
4.7208e-06,2,2,3.0808
4.283e-06,2,2,3.0949
4.0947e-06,2,2,3.1091
4.8387e-06,2,2,3.1232
5.0543e-06,2,2,3.1374
6.099e-06,2,2,3.1515
7.474e-06,2,2,3.1657
6.9191e-06,2,2,3.1798
7.0167e-06,2,2,3.1939
6.8693e-06,2,2,3.2081
6.8046e-06,2,2,3.2222
6.7089e-06,2,2,3.2364
6.6237e-06,2,2,3.2505
6.5345e-06,2,2,3.2646
6.4467e-06,2,2,3.2788
6.3583e-06,2,2,3.2929
6.2699e-06,2,2,3.3071
6.1821e-06,2,2,3.3212
6.0925e-06,2,2,3.3354
6.0084e-06,2,2,3.3495
5.9095e-06,2,2,3.3636
5.8545e-06,2,2,3.3778
5.6826e-06,2,2,3.3919
5.8565e-06,2,2,3.4061
6.0254e-06,2,2,3.4202
5.865e-06,2,2,3.4343
5.7817e-06,2,2,3.4485
5.7709e-06,2,2,3.4626
5.4652e-06,2,2,3.4768
6.0699e-06,2,2,3.4909
6.2985e-06,2,2,3.5051
6.8704e-06,2,2,3.5192
7.7041e-06,2,2,3.5333
7.3217e-06,2,2,3.5475
7.3504e-06,2,2,3.5616
7.2247e-06,2,2,3.5758
7.1513e-06,2,2,3.5899
7.0582e-06,2,2,3.604
6.9717e-06,2,2,3.6182
6.8827e-06,2,2,3.6323
6.7946e-06,2,2,3.6465
6.706e-06,2,2,3.6606
6.6173e-06,2,2,3.6747
6.5295e-06,2,2,3.6889
6.4389e-06,2,2,3.703
6.3567e-06,2,2,3.7172
6.2523e-06,2,2,3.7313
6.2135e-06,2,2,3.7455
5.9999e-06,2,2,3.7596
6.3035e-06,2,2,3.7737
6.6035e-06,2,2,3.7879
6.3984e-06,2,2,3.802
6.3383e-06,2,2,3.8162
6.2998e-06,2,2,3.8303
6.0509e-06,2,2,3.8444
6.4815e-06,2,2,3.8586
6.915e-06,2,2,3.8727
6.6595e-06,2,2,3.8869
6.6369e-06,2,2,3.901
6.5268e-06,2,2,3.9152
6.4463e-06,2,2,3.9293
6.3547e-06,2,2,3.9434
6.2669e-06,2,2,3.9576
6.1776e-06,2,2,3.9717
6.0889e-06,2,2,3.9859
6e-06,2,2,4
